Ticket,Problem,Solution
,Audio Visual Boardroom - How to Connect to Wireless enabled Digital TV Displays,"How to use the wireless Airmedia connectivity to TV displays in boardrooms, enclaves etc. Includes using the Airmedia App that can be downloaded from the Software centre, mobile app or Miracast from Windows laptops.

Note: Crestron AirMedia is a wireless presentation system that lets you cast content onto the in-room display directly from your personal laptop, without needing to attach a display cable.

At City of Brampton, you must be using a Corporate Device to connect to use AirMedia wirelessly. If you are a guest or using a non-corporate device, please use the provided HDMI Cable OR connect via Miracast.

Windows 10 is supported.

Windows 7 is not supported � cable required

Apple Mac is not supported � cable required"
,"We have a new employee who is required to complete TLMS training. Unfortunately, the employee (Harpreet Singh ID 207066) is unable to log into LMS or Me Online and receives the following error message:
�        For Transit self-service I am getting an error ""session expired""
�        For Meonline error is ""all attribute values for all ID types are required""",he was informed by IT that he requires a supervisor's approval to gain access to his TLMS and me online
,"Blue Screen of Death (BSOD) 

Invalid Description Provided

West Tower, Blue screen with  frown face, message is the same, when on teams call, open any application, telling client something is wrong with the computer and restarts. 

Anti-virus scan pops up, and stated there is no virus found.

- Ran Stinger Update and Windows Full Scan, have not ran offline scan, have assigned to service center for employee to take a look.
Digital Experience Score - Abdi, Amina
Potential Issues
System Failures (COB10L-PF4BC47F)
 30-day: 2 | 90-day: 2",Ran driver updates
,"TLMS and Meonline not working, however client is able to access sharepoint.

i need to access my tlms for training and i can't access it my supervisor told me to call it so they can fix it
- invalid login error
she is able to log into sharepoint okay , she changed her password as well and still can't log in tlms
she tried meonline and can't login there too - error for meonline ""all atrributes values for all id types  required""
she is new employee","TLMS and meonline, advised client to use a windows computer and use a different browser, 
TLMS invalid login, we couldn't log you in, your account may be locked, inactive or not included in the default use group.
Client able to login to ourbrampton and sharepoint. TLMS and Meonline."
,Conflict message when trying to open meetings,workaround to use the web version of outlook was advised to the client
,i'm trying to log in to crm and just to use the internet in general but it says the site can't be reached,VPN was on + waiting update
,"I am not able to access emails or meeting requests
client says she has meeting with RAM for this issue",made a new profile for her outlook
,Calendar in Outlook will not let me amend invites,"workaround provided is to use the web version of outlook to make edits to meetings, as Microsoft is experiencing issues with the desktop application"
,my employee Justin Gagne cannot assign himself calls in Amanda. Under the Officer Assigned tab there is no process option to complete assignment.,Allow Process Update permission
,"Outlook calendar is not syncing. It is not possible to update, forward, and/or modify appointments because [they are not synching].",Outlook profile rebuilt
,not able to delete meeting in outlook,went to outlook online to delete the meeting
,"I am unable to see my emails says ""Cannot display folder......""",The client rebooted her laptop and now can access folders.
,"Unable to print ER notices from ICON

Printer not found when trying to print",Found another TATG that works
,"MICROSOFT POWER APP ON SAMSUNG GIVING ERROR  CONNECTION NOT FIGURED FOR THIS DATA SOURCE
WAS TOLD TO UNINSTALL AND REINSTALL BUT IT SAYS HE DOESNT HAVE THE PERMISSION",Client Power App app needed to be reinstalled
,"Files uploaded to SharePoint are invisible to recipient. Updated documents are uploaded there for review, but recipient advise that he cannot see files there.",verified documents are checked in and permissions are correct
,windows ten update on my city provided laptop is not installing it's been at zero percent for the past few days can't cancel it or anything like that and in the meantime i can't download any other applications,"Assist with 22h2 update. Run actions, leave on network for 30-45 mins and reboot. Installation that was stuck originally went through."
,"many outlook calendar items being created - error with calendars. 

Meeting invites are being created giving an error initially. If click accept all then many calendar items get created. Manually delete in teams to avoid sending notification to all users in meeting. ","Click on diamond where the meeting is giving an error, to resolve select the latest meeting invite and reject the rest. Known issue, can also use web version of outlook instead. Meeting invites in Teams can be deleted manually without sending update to attendees"
,Every time I try and login to CLASS I get a database connection error (I am on the VPN or in office - same issue),"contacted the client and advised her to make sure to Click on Restore Network Drives ICON and then open CLASS to make sure G drive or V drive needed for CLASS is mapped.

Client tested and Worked OK."
,"TLMS Log In Issue. I am a new employee with the City of Brampton and I need to access my TLMS to complete my online eLearning modules. I am having trouble accessing TLMS though, as it says there is an invalid login although I am logged into my account already.

If there is anything I am required to do or information I can provide to assist you, please let me know. I appreciate your time.",attempting to login prior to start date
,Unable to open word document,File was corrupt
,Outlooks keeps popping up the reminders with meetings/reminders that were dismissed days ago and repeatedly dismissed.,"1. Automatic Dismissal for Past Events:

Open Outlook.
Go to File > Options (or File > Office in older versions).
Click on Advanced.
Under the Reminders heading, check the box for ""Automatically dismiss reminders for past calendar events"".
Click OK.
This will automatically dismiss reminder notifications for events that have already passed.

Thank you for contacting City of Brampton IT Service Desk, have a good day."
,"Client cannot access MeOnline, is able to access TLMS, related to ticket 302847.

UserID or Password is invalid

Client does not have another browser.",Attempted to access prior to start date on EDC
,"Cannot access printer from computer, it says connected but an error pops up everytime.","Reinstall canon driver, let client know to do system updates, canonprintanywhere is usual method to print."
,apparently a message comes up telling me that the laptop is not connecting to our domain and will not allow me to sign in,client has been working on his laptop using someone else' power supply.
,whenever i tried to send into microsoft excel the title account issue shows up and says the products you sound in your account cannot be used to activate office and shared computer scenarios just need assistance in order to access smither subject so,advised client has online license only
,"I was trying to open Revu but got the message ""All seats of Revu are currently being used. Please wait for another user to close Revu, or contact your Administrator for further information.""",Assign a dedicated license.
,Outlook not downloading new e-mails,"Outlook in laptop is disconnected.

Troubleshooting, on Outlook Web 365, deleting deleted items. running system updates.

Microsoft Office was corrupted, control panel > uninstall/change > repair fixed the issue.

Recreated profile, and may need to manually select each folder to sync."
,"get message ""you cannot access this right now your sign in was successful but does not meet critieria to access this resource""
she can login to city site bramptonca.sharepoint,com no problem",Teams Shifts is enabled for this user
,Outlook meeting invite not generating Teams link,"Please switch to New Microsoft Teams (from Classic Teams), if not already done."
,my teams isn't working i've tried to log in but it takes into a microsoft to get a app that i have and that won't work either so it's like i i try to log in through teens it goes to a hundred and eighth indicator app doesn't work i'm actually help with that,"The client had advised that her phone was wiped.

I have setup MFA for her"
,"I'm a new hire and I cannot access TLMS. I have tried to access TLMS on a City computer, but I still cannot access it. However, I can log in to the City computer without an issue. Getting the message: We couldn't log you in please contact your Administrator",no issue with data/integration
,CRM Failed Integration // Address Point not on GIS,"It seems off the audit logs that the CSA has cancelled the case after keep waiting for the Integration to complete. There is no issue with this address validation.
Suggested to create a ticket to check for the integration issues next time, instead of cancelling the case all together."
,"Kofax document is empty when opening however fill in blank is correct in Preview

Kofax document was able to be printed correctly as Outlook Web had option to print the preview document with all the information.","Kofax document is empty when opening however fill in blank is correct in Preview

Kofax document was able to be printed correctly as Outlook Web had option to print the preview document with all the information. Showed client how to access Outlook Web through OurBrampton."
,"The client is unable to access ourbrampton.bramtpn.ca on her Phone or his personal computer.

When her tries to access ourbrampton paged on his phone he gets the below error message

""Sorry, we're having trouble signing you in""","1. Walked the client through accessing the City of Brampton portal page on work computer.

2) MFA setup has been complete"
,"POS Pinpad not initializing 

p o s one at two three g parks under hands tennessee is not initializing and i'm wondering if someone was able to be of a system

Reinitialise Pinpad Error","Connection could not be made because target machine is actively refusing it

Requested client to reboot Pinpad

Rebooting PinPad did not work.

Workstation connected on Wifi rather than Ethernet"
,"i am unable to log in as the computer is frozen

SSD has failed ",Processed refresh - new computer will be scheduled
,"SAP Business Objects for Riskmaster is not running scheduled automated reports


Client stated:
I've scheduled 6 reports that are suppose to run weekly where we will get the results via email every Monday, but it appears nothing is received for the last 2 weeks.

This SAP reports reads off of the Riskmaster database

The automation hasn't been functioning for 2 weeks in a row.",Confirmed with the user that the issue has gone away. It was not working for two weeks. Checked the application but did not notice any issue and no work was done as to my knowledge. Will be on look out for any issues.
,our computers were updated and the one drive is gone,advised client there is no desktop one drive on shared rec pcs
,i think i may have mistakenly opened a email from one of our vendors that continued to virus and now my laptop does not detect my monitors or that i'm plugged into the city's hard drive,Reimaged the machine
,i'm having trouble accessing um any type of website um through the browser all of a sudden just started um about ten minutes ago,"had client disconnect netmotion and he was able to access internet�

Issue resolved by reverting network configuration change"
,so while using the um office p o s one computer um it completely froze and now i'm not able to use it at all it's saying um there's a windows um there is a windows technical problem happening that it's saying that access to this pc husband block for security reasons do not access where you start this pc if you overlook this basic running you may lose information about this famework and to contact me um support as soon as possible for a microsoft um support,"Ran scan, clear cache"
,"Bluebeam wont let user go into markup mode
Keeps seats of revu are currrently being used",Install BB v21.
,i can use my teams on my mobile phone but when i try to um use it on the computer it says an error occurred um and i don't know how to fix it,problem resolved itself after trying again
,how to transfer photos from iphone to laptop.,had client connect the iphone to the laptop via the charging cable and then transfer the desired pictures to the desktop folder that I created for her.
,pa account unable to login and account not expired and account was renewed, RESET PA ACCOUNT PASSWORD because it has to be reset after PA account expiry
